"@timestamp",message,hostname
"Aug 13, 2025 @ 15:49:42.121","Processing post_kick","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.121","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>, 'handle_postkick_request']","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.122","Skipping BG18073 - box ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.122","Skipping BG18007 - box ready | chute not ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.122","Performing postkick actions for chute 12","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.122","{""message_type"": ""transport_postkick_complete"", ""event_time"": 1755114582.1223123, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 12}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.131","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>, 'handle_postkick_request']","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.131","reason for wakeup: postkick_completed","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.132","Skipping BG18007 - box ready | chute not ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.132","Skipping BG18073 - box ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.134","{""message_type"": ""transport_kick_reset"", ""event_time"": 1755114582.1342149, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 12, ""force"": false}","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.134","Completed postkick actions for chute 12","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.135","reason for wakeup: Noticed completion of handle_postkick_request","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.135","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.144","Skipping BG18073 - box ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.144","reason for wakeup: reset","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.144","Skipping BG18007 - box ready | chute not ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.144","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.146","{""message_type"": ""ftl_kick_response"", ""event_time"": 1755114582.1467147, ""autoshuttle_name"": ""RPS00"", ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_number"": 12, ""box_identifier"": ""BG18007""}","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.157","Waiting for kick response... Done!","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.159","New state:  KICKING","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.159","Skipping BG18007 - box ready | chute not ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.159","Skipping BG18073 - box ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.160","New state:  IDLING","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.161","Could not find an active outbound box for tray_id: BG18007 and destination:None ","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.162","No Active BoxAssociationInfo objects exist with tray_id BG18007","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.164","{""message_type"": ""box_kicked"", ""event_time"": 1755114582.1633685, ""shuttle_name"": ""shuttleB"", ""box_identifier"": ""BG18007"", ""region_name"": ""R2"", ""chute_number"": 12, ""store_number"": null, ""track_on_transport_conveyor"": false}","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.175","Processing Kick Requests blocked for 1.067s due to chutes not ready and box conveyors working on kick and kick not transport queue-able - now blocked due to boxes not ready and box conveyors working on kick","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.175","Reporting BG18007 kicked.","supervisor-69f9d4df64-jmbwl"
"Aug 13, 2025 @ 15:49:42.175","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.177","Shuttle Application kick participation complete for: BG18007","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.177","Chute 12 maps to zone 15.","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.177","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.177","Accumulating to chute 12","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.177","Processing an accumulate to chute 12","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.181","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.215","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.218","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.272","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.281","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.315","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.318","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.372","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.381","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.412","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.412472, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 11, ""update_type"": ""busy"", ""update_value"": true}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.415","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.418","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.423","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.423","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.423","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.426","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.4267075, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 12, ""update_type"": ""busy"", ""update_value"": true}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.436","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.436","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.437","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.440","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.4406874, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 13, ""update_type"": ""busy"", ""update_value"": true}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.449","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.450","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.451","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.454","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.4548776, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 0, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.464","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.464","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.465","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.469","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.4695373, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 1, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.472","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.478","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.478","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.480","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.481","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.484","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.4844813, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 2, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.493","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.493","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.493","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.494","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.4945526, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 3, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.502","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.502","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.502","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.503","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.5036845, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 4, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.511","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.511","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.512","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.513","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.513919, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 5, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.515","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.518","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.522","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.523","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.523","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.526","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.5263848, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 6, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.535","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.536","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.536","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.538","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.5380461, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 7, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.546","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.546","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.546","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.548","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.548396, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 8, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.557","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.557","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.557","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.559","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.5591981, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 9, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.568","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.569","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.5698578, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 10, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.569","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.569","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.572","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.580","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.581","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.581","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.581","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.582","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.5824575, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 11, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.593","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.593","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.593","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.595","{""message_type"": ""transport_conveyor_chute_update"", ""event_time"": 1755114582.5950115, ""shuttle_name"": ""shuttleB"", ""region_name"": ""R2"", ""chute_nbr"": 12, ""update_type"": ""room_for_kick"", ""update_value"": false}","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.606","Waiting for next wakeup from reducer or completion of one of outstanding actions: [<MergeActionName.AWAIT_MERGE_ITEMS: 'await merge items'>]","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.606","reason for wakeup: transport_chute_update","transport-b-r2-5c5958d649-2gv6m"
"Aug 13, 2025 @ 15:49:42.607","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.615","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.618","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.648","Using earliest frame timestamp 2025-08-13 19:39:32.180000 to query events","pick-video-extractor-side-84b676bd84-rjd4x"
"Aug 13, 2025 @ 15:49:42.648","Querying picks starting after 2025-08-13 19:39:32.180000","pick-video-extractor-side-84b676bd84-rjd4x"
"Aug 13, 2025 @ 15:49:42.649","0 picks found across all sites.","pick-video-extractor-side-84b676bd84-rjd4x"
"Aug 13, 2025 @ 15:49:42.650","Seeking frames up to time 2025-08-13 19:39:42.650488","pick-video-extractor-side-84b676bd84-rjd4x"
"Aug 13, 2025 @ 15:49:42.650","No events found after 2025-08-13 19:39:32.180000. Jumping forward in the videos up to 2025-08-13 19:39:42.650488","pick-video-extractor-side-84b676bd84-rjd4x"
"Aug 13, 2025 @ 15:49:42.673","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.681","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.715","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.718","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.744","Exception while indexing singulation conveyor: Trying to index before previous index has completed
Traceback (most recent call last):
  File ""/opt/bg/deps/build/breakpack_singulation_conveyor/breakpack_singulation_conveyor/singulation_conveyor_application.py"", line 575, in _index
    _, advance_future = self._conveyor_driver.advance()
  File ""/opt/bg/deps/build/interroll_multicontrol/interroll_multicontrol/control_programs/highway_loop.py"", line 233, in advance
    raise ValueError(""Trying to index before previous index has completed"")
ValueError: Trying to index before previous index has completed","singulation-conveyor-cd76fcc68-h5vhk"
"Aug 13, 2025 @ 15:49:42.745","Completed conveyor index request: duration - 1.0","singulation-conveyor-cd76fcc68-h5vhk"
"Aug 13, 2025 @ 15:49:42.745","reason for wakeup: Noticed completion of index (zone 0) - (IndexCommandState(index_zone=0, index_state=<IndexState.MOTION_STARTED: 3>))","singulation-conveyor-cd76fcc68-h5vhk"
"Aug 13, 2025 @ 15:49:42.745","Processing request to index for index_zone: (0).","singulation-conveyor-cd76fcc68-h5vhk"
"Aug 13, 2025 @ 15:49:42.746","Waiting for next wakeup from reducer or completion of one of outstanding actions: ['index (zone 0) - (IndexCommandState(index_zone=0, index_state=<IndexState.MOTION_STARTED: 3>))', 'await items']","singulation-conveyor-cd76fcc68-h5vhk"
"Aug 13, 2025 @ 15:49:42.746","{""message_type"": ""conveyor_index_motion_started"", ""event_time"": 1755114582.7459838, ""index_zone"": 0}","singulation-conveyor-cd76fcc68-h5vhk"
"Aug 13, 2025 @ 15:49:42.754","[Index Zone 0] Invalid transition from MOTION_STARTED on message conveyor_index_motion_started","singulation-conveyor-cd76fcc68-h5vhk"
"Aug 13, 2025 @ 15:49:42.758","[Index Zone 0] Invalid transition from MOTION_STARTED on message conveyor_index_motion_started","supervisor-69f9d4df64-jmbwl"
"Aug 13, 2025 @ 15:49:42.758","[Index Zone 0] Invalid transition from MOTION_STARTED on message conveyor_index_motion_started","supervisor-69f9d4df64-jmbwl"
"Aug 13, 2025 @ 15:49:42.759","[Index Zone 0] Invalid transition from MOTION_STARTED on message conveyor_index_motion_started","singulation-tote-scanner-5885f9dc8-q8nh7"
"Aug 13, 2025 @ 15:49:42.759","Skipping BG18073 - box not ready | chute ready | box conveyor not ready | not blocked by dump | queueable","shuttle-b-5749fb957d-sghfv"
"Aug 13, 2025 @ 15:49:42.760","[Index Zone 0] Invalid transition from MOTION_STARTED on message conveyor_index_motion_started","pickapp-5bd5475c6c-lnkn6"
"Aug 13, 2025 @ 15:49:42.772","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.781","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.815","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.818","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
"Aug 13, 2025 @ 15:49:42.872","Occupancy: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","box-conveyor-b-r2-7b5486cf9c-p7xx4"
